Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties;;
"Revealing phase boundaries by weighted parametric structural refinement.,""/pubmed/31490154"",""Marlton F, Checchia S, Daniels J."",""J Synchrotron Radiat. 2019 Sep 1";"26(Pt 5):1638-1643. doi: 10.1107/S1600577519007902. Epub 2019 Aug 1."",""J Synchrotron Radiat.  2019"",""PubMed"",""citation"",""PMID:31490154"",""pubmed"",""31490154"",""create date:2019/09/07 | first author:Marlton F"",";
"Diamond nanofocusing refractive X-ray lenses made by planar etching technology.,""/pubmed/31490143"",""Lyubomirskiy M, Boye P, Feldkamp JM, Patommel J, Schoeder S, Schropp A, Burghammer M, Wild C, Schroer CG."",""J Synchrotron Radiat. 2019 Sep 1";"26(Pt 5):1554-1557. doi: 10.1107/S1600577519007082. Epub 2019 Aug 1."",""J Synchrotron Radiat.  2019"",""PubMed"",""citation"",""PMID:31490143"",""pubmed"",""31490143"",""create date:2019/09/07 | first author:Lyubomirskiy M"",";
"Order, Disorder, and Dynamics in Brownmillerite Sr(2)Fe(2)O(5).,""/pubmed/31441648"",""Auckett JE, Lee WT, Rule KC, Bosak A, Ling CD."",""Inorg Chem. 2019 Sep 16";"58(18):12317-12324. doi: 10.1021/acs.inorgchem.9b01846. Epub 2019 Aug 23."",""Inorg Chem.  2019"",""PubMed"",""citation"",""PMID:31441648"",""pubmed"",""31441648"",""create date:2019/08/24 | first author:Auckett JE"",";
"Toward Simplified Electrochromic Devices Using Silver as Counter Electrode Material.,""/pubmed/31429266"",""Danine A, Manceriu L, Faure C, Labrugère C, Penin N, Delattre A, Eymin-Petot-Tourtollet G, Rougier A."",""ACS Appl Mater Interfaces. 2019 Sep 18";"11(37):34030-34038. doi: 10.1021/acsami.9b12380. Epub 2019 Sep 6."",""ACS Appl Mater Interfaces.  2019"",""PubMed"",""citation"",""PMID:31429266"",""pubmed"",""31429266"",""create date:2019/08/21 | first author:Danine A"",";
"Novel Perovskite Materials for Thermal Water Splitting at Moderate Temperature.,""/pubmed/31282611"",""Azcondo MT, Orfila M, Marugán J, Sanz R, Muñoz-Noval A, Salas-Colera E, Ritter C, García-Alvarado F, Amador U."",""ChemSusChem. 2019 Sep 6";"12(17):4029-4037. doi: 10.1002/cssc.201901484. Epub 2019 Aug 5."",""ChemSusChem.  2019"",""PubMed"",""citation"",""PMID:31282611"",""pubmed"",""31282611"",""create date:2019/07/10 | first author:Azcondo MT"",";
"Magnetism in cold subducting slabs at mantle transition zone depths.,""/pubmed/31168103"",""Kupenko I, Aprilis G, Vasiukov DM, McCammon C, Chariton S, Cerantola V, Kantor I, Chumakov AI, Rüffer R, Dubrovinsky L, Sanchez-Valle C."",""Nature. 2019 Jun";"570(7759):102-106. doi: 10.1038/s41586-019-1254-8. Epub 2019 Jun 5."",""Nature.  2019"",""PubMed"",""citation"",""PMID:31168103"",""pubmed"",""31168103"",""create date:2019/06/07 | first author:Kupenko I"",";
"Evaluation of chronically implanted subdural boron doped diamond/CNT recording electrodes in miniature swine brain.,""/pubmed/31125924"",""Torres-Martinez N, Cretallaz C, Ratel D, Mailley P, Gaude C, Costecalde T, Hebert C, Bergonzo P, Scorsone E, Mazellier JP, Divoux JL, Sauter-Starace F."",""Bioelectrochemistry. 2019 Oct";"129:79-89. doi: 10.1016/j.bioelechem.2019.05.007. Epub 2019 May 15."",""Bioelectrochemistry.  2019"",""PubMed"",""citation"",""PMID:31125924"",""pubmed"",""31125924"",""create date:2019/05/28 | first author:Torres-Martinez N"",";
"A thermostable flavin-based fluorescent protein from Chloroflexus aggregans: a framework for ultra-high resolution structural studies.,""/pubmed/31116222"",""Nazarenko VV, Remeeva A, Yudenko A, Kovalev K, Dubenko A, Goncharov IM, Kuzmichev P, Rogachev AV, Buslaev P, Borshchevskiy V, Mishin A, Dhoke GV, Schwaneberg U, Davari MD, Jaeger KE, Krauss U, Gordeliy V, Gushchin I."",""Photochem Photobiol Sci. 2019 Jul 10";"18(7):1793-1805. doi: 10.1039/c9pp00067d."",""Photochem Photobiol Sci.  2019"",""PubMed"",""citation"",""PMID:31116222"",""pubmed"",""31116222"",""create date:2019/05/23 | first author:Nazarenko VV"",";
"Discovery of processive catalysis by an exo-hydrolase with a pocket-shaped active site.,""/pubmed/31110237"",""Streltsov VA, Luang S, Peisley A, Varghese JN, Ketudat Cairns JR, Fort S, Hijnen M, Tvaroška I, Ardá A, Jiménez-Barbero J, Alfonso-Prieto M, Rovira C, Mendoza F, Tiessler-Sala L, Sánchez-Aparicio JE, Rodríguez-Guerra J, Lluch JM, Maréchal JD, Masgrau L, Hrmova M."",""Nat Commun. 2019 May 20";"10(1):2222. doi: 10.1038/s41467-019-09691-z."",""Nat Commun.  2019"",""PubMed"",""citation"",""PMID:31110237 | PMCID:PMC6527550"",""pubmed"",""31110237"",""create date:2019/05/22 | first author:Streltsov VA"",";
"Lipid-Based Quaternary Ammonium Sophorolipid Amphiphiles with Antimicrobial and Transfection Activities.,""/pubmed/31081279"",""Delbeke EIP, Everaert J, Lozach O, Le Gall T, Berchel M, Montier T, Jaffrès PA, Rigole P, Coenye T, Brennich M, Baccile N, Roelants SLKW, Soetaert W, Van Bogaert INA, Van Geem KM, Stevens CV."",""ChemSusChem. 2019 Aug 8";"12(15):3642-3653. doi: 10.1002/cssc.201900721. Epub 2019 Jul 1."",""ChemSusChem.  2019"",""PubMed"",""citation"",""PMID:31081279"",""pubmed"",""31081279"",""create date:2019/05/14 | first author:Delbeke EIP"",";
"Novel injectable gallium-based self-setting glass-alginate hydrogel composite for cardiovascular tissue engineering.,""/pubmed/31079672"",""Clarkin OM, Wu B, Cahill PA, Brougham DF, Banerjee D, Brady SA, Fox EK, Lally C."",""Carbohydr Polym. 2019 Aug 1";"217:152-159. doi: 10.1016/j.carbpol.2019.04.016. Epub 2019 Apr 6."",""Carbohydr Polym.  2019"",""PubMed"",""citation"",""PMID:31079672"",""pubmed"",""31079672"",""create date:2019/05/14 | first author:Clarkin OM"",";
"A chemical screen identifies two novel small compounds that alter Arabidopsis thaliana pollen tube growth.,""/pubmed/31010418"",""Laggoun F, Dardelle F, Dehors J, Falconet D, Driouich A, Rochais C, Dallemagne P, Lehner A, Mollet JC."",""BMC Plant Biol. 2019 Apr 22";"19(1):152. doi: 10.1186/s12870-019-1743-9."",""BMC Plant Biol.  2019"",""PubMed"",""citation"",""PMID:31010418 | PMCID:PMC6475968"",""pubmed"",""31010418"",""create date:2019/04/24 | first author:Laggoun F"",";
"[Surgery First : prediction for skeletal objectives through structural analysis. Comparison of Sassouni and Delaire analysis].,""/pubmed/30994448"",""Bardet I, Goudot P, Kerbrat JB, Mauchamp O."",""Orthod Fr. 2019 Mar";"90(1):37-54. doi: 10.1051/orthodfr/2019004. Epub 2019 Apr 17. French. "",""Orthod Fr.  2019"",""PubMed"",""citation"",""PMID:30994448"",""pubmed"",""30994448"",""create date:2019/04/18 | first author:Bardet I"",";
"Porous Silicon as a Platform for Radiation Theranostics Together with a Novel RIB-Based Radiolanthanoid.,""/pubmed/30992696"",""Jakobsson U, Mäkilä E, Airaksinen AJ, Alanen O, Etilé A, Köster U, Ranjan S, Salonen J, Santos HA, Helariutta K."",""Contrast Media Mol Imaging. 2019 Mar 12";"2019:3728563. doi: 10.1155/2019/3728563. eCollection 2019."",""Contrast Media Mol Imaging.  2019"",""PubMed"",""citation"",""PMID:30992696 | PMCID:PMC6434306"",""pubmed"",""30992696"",""create date:2019/04/18 | first author:Jakobsson U"",";
"Coexistence of Ferromagnetic and Stripe Antiferromagnetic Spin Fluctuations in SrCo_{2}As_{2}.,""/pubmed/30951336"",""Li Y, Yin Z, Liu Z, Wang W, Xu Z, Song Y, Tian L, Huang Y, Shen D, Abernathy DL, Niedziela JL, Ewings RA, Perring TG, Pajerowski DM, Matsuda M, Bourges P, Mechthild E, Su Y, Dai P."",""Phys Rev Lett. 2019 Mar 22";"122(11):117204. doi: 10.1103/PhysRevLett.122.117204."",""Phys Rev Lett.  2019"",""PubMed"",""citation"",""PMID:30951336"",""pubmed"",""30951336"",""create date:2019/04/06 | first author:Li Y"",";
"Design of next-generation ceramic fuel cells and real-time characterization with synchrotron X-ray diffraction computed tomography.,""/pubmed/30940801"",""Li T, Heenan TMM, Rabuni MF, Wang B, Farandos NM, Kelsall GH, Matras D, Tan C, Lu X, Jacques SDM, Brett DJL, Shearing PR, Di Michiel M, Beale AM, Vamvakeros A, Li K."",""Nat Commun. 2019 Apr 2";"10(1):1497. doi: 10.1038/s41467-019-09427-z."",""Nat Commun.  2019"",""PubMed"",""citation"",""PMID:30940801 | PMCID:PMC6445146"",""pubmed"",""30940801"",""create date:2019/04/04 | first author:Li T"",";
"Sub-ppm level high energy resolution fluorescence detected X-ray absorption spectroscopy of selenium in articular cartilage.,""/pubmed/30939183"",""Bissardon C, Proux O, Bureau S, Suess E, Winkel LHE, Conlan RS, Francis LW, Khan IM, Charlet L, Hazemann JL, Bohic S."",""Analyst. 2019 Jun 7";"144(11):3488-3493. doi: 10.1039/c9an00207c. Epub 2019 Apr 2."",""Analyst.  2019"",""PubMed"",""citation"",""PMID:30939183"",""pubmed"",""30939183"",""create date:2019/04/03 | first author:Bissardon C"",";
"Local versus Global Stretched Mechanical Response in a Supercooled Liquid near the Glass Transition.,""/pubmed/30932637"",""Shang B, Rottler J, Guan P, Barrat JL."",""Phys Rev Lett. 2019 Mar 15";"122(10):105501. doi: 10.1103/PhysRevLett.122.105501."",""Phys Rev Lett.  2019"",""PubMed"",""citation"",""PMID:30932637"",""pubmed"",""30932637"",""create date:2019/04/02 | first author:Shang B"",";
"Direct Assessment of Tube Dilation in Entangled Polymers.,""/pubmed/30932610"",""Gold BJ, Pyckhout-Hintzen W, Wischnewski A, Radulescu A, Monkenbusch M, Allgaier J, Hoffmann I, Parisi D, Vlassopoulos D, Richter D."",""Phys Rev Lett. 2019 Mar 1";"122(8):088001. doi: 10.1103/PhysRevLett.122.088001."",""Phys Rev Lett.  2019"",""PubMed"",""citation"",""PMID:30932610"",""pubmed"",""30932610"",""create date:2019/04/02 | first author:Gold BJ"",";
"Collective Damage Growth Controls Fault Orientation in Quasibrittle Compressive Failure.,""/pubmed/30932603"",""Dansereau V, Démery V, Berthier E, Weiss J, Ponson L."",""Phys Rev Lett. 2019 Mar 1";"122(8):085501. doi: 10.1103/PhysRevLett.122.085501."",""Phys Rev Lett.  2019"",""PubMed"",""citation"",""PMID:30932603"",""pubmed"",""30932603"",""create date:2019/04/02 | first author:Dansereau V"",";
"A novel 3D printed radial collimator for x-ray diffraction.,""/pubmed/30927801"",""Kowarik S, Bogula L, Boitano S, Carlà F, Pithan H, Schäfer P, Wilming H, Zykov A, Pithan L."",""Rev Sci Instrum. 2019 Mar";"90(3):035102. doi: 10.1063/1.5063520."",""Rev Sci Instrum.  2019"",""PubMed"",""citation"",""PMID:30927801"",""pubmed"",""30927801"",""create date:2019/04/01 | first author:Kowarik S"",";
"Cellulose nanofiber (CNF)-sakacin-A active material: production, characterization and application in storage trials of smoked salmon.,""/pubmed/30924936"",""Mapelli C, Musatti A, Barbiroli A, Saini S, Bras J, Cavicchioli D, Rollini M."",""J Sci Food Agric. 2019 Aug 15";"99(10):4731-4738. doi: 10.1002/jsfa.9715. Epub 2019 Apr 23."",""J Sci Food Agric.  2019"",""PubMed"",""citation"",""PMID:30924936 | PMCID:PMC6618110"",""pubmed"",""30924936"",""create date:2019/03/30 | first author:Mapelli C"",";
"Biological response of chemically treated surface of the ultrafine-grained Ti-6Al-7Nb alloy for biomedical applications.,""/pubmed/30880976"",""de Oliveira DP, Toniato TV, Ricci R, Marciano FR, Prokofiev E, Valiev RZ, Lobo AO, Jorge Júnior AM."",""Int J Nanomedicine. 2019 Mar 6";"14:1725-1736. doi: 10.2147/IJN.S197099. eCollection 2019."",""Int J Nanomedicine.  2019"",""PubMed"",""citation"",""PMID:30880976 | PMCID:PMC6408917"",""pubmed"",""30880976"",""create date:2019/03/19 | first author:de Oliveira DP"",";
"Fabrication and characterization of hybrid sodium montmorillonite/TiO(2) reinforced cross-linked wheat starch-based nanocomposites.,""/pubmed/30878615"",""Yousefi AR, Savadkoohi B, Zahedi Y, Hatami M, Ako K."",""Int J Biol Macromol. 2019 Jun 15";"131:253-263. doi: 10.1016/j.ijbiomac.2019.03.083. Epub 2019 Mar 13."",""Int J Biol Macromol.  2019"",""PubMed"",""citation"",""PMID:30878615"",""pubmed"",""30878615"",""create date:2019/03/18 | first author:Yousefi AR"",";
"The Nanodiffraction beamline ID01/ESRF: a microscope for imaging strain and structure.,""/pubmed/30855270"",""Leake SJ, Chahine GA, Djazouli H, Zhou T, Richter C, Hilhorst J, Petit L, Richard MI, Morawe C, Barrett R, Zhang L, Homs-Regojo RA, Favre-Nicolin V, Boesecke P, Schülli TU."",""J Synchrotron Radiat. 2019 Mar 1";"26(Pt 2):571-584. doi: 10.1107/S160057751900078X. Epub 2019 Feb 22."",""J Synchrotron Radiat.  2019"",""PubMed"",""citation"",""PMID:30855270 | PMCID:PMC6412176"",""pubmed"",""30855270"",""create date:2019/03/12 | first author:Leake SJ"",";
"MXCuBE2: the dawn of MXCuBE Collaboration.,""/pubmed/30855248"",""Oscarsson M, Beteva A, Flot D, Gordon E, Guijarro M, Leonard G, McSweeney S, Monaco S, Mueller-Dieckmann C, Nanao M, Nurizzo D, Popov AN, von Stetten D, Svensson O, Rey-Bakaikoa V, Chado I, Chavas LMG, Gadea L, Gourhant P, Isabet T, Legrand P, Savko M, et al."",""J Synchrotron Radiat. 2019 Mar 1";"26(Pt 2):393-405. doi: 10.1107/S1600577519001267. Epub 2019 Feb 22."",""J Synchrotron Radiat.  2019"",""PubMed"",""citation"",""PMID:30855248 | PMCID:PMC6412183"",""pubmed"",""30855248"",""create date:2019/03/12 | first author:Oscarsson M"",";
"A fibrous cellulose paste formulation to manufacture structural parts using 3D printing by extrusion.,""/pubmed/30832839"",""Thibaut C, Denneulin A, Rolland du Roscoat S, Beneventi D, Orgéas L, Chaussy D."",""Carbohydr Polym. 2019 May 15";"212:119-128. doi: 10.1016/j.carbpol.2019.01.076. Epub 2019 Jan 25."",""Carbohydr Polym.  2019"",""PubMed"",""citation"",""PMID:30832839"",""pubmed"",""30832839"",""create date:2019/03/06 | first author:Thibaut C"",";
"Spin-Triplet p-Wave Superconductivity Revealed under High Pressure in UBe_{13}.,""/pubmed/30822059"",""Shimizu Y, Braithwaite D, Aoki D, Salce B, Brison JP."",""Phys Rev Lett. 2019 Feb 15";"122(6):067001. doi: 10.1103/PhysRevLett.122.067001."",""Phys Rev Lett.  2019"",""PubMed"",""citation"",""PMID:30822059"",""pubmed"",""30822059"",""create date:2019/03/02 | first author:Shimizu Y"",";
"[Long-term follow-up of continent cystostomy with the Mitrofanoff procedure: 5 years later].,""/pubmed/30819634"",""Poncet D, Boillot B, Thuillier C, Descotes JL, Rambeaud JJ, Lanchon C, Long JA, Fiard G."",""Prog Urol. 2019 Mar";"29(3):147-155. doi: 10.1016/j.purol.2018.12.006. Epub 2019 Feb 26. French. "",""Prog Urol.  2019"",""PubMed"",""citation"",""PMID:30819634"",""pubmed"",""30819634"",""create date:2019/03/02 | first author:Poncet D"",";
"Enhancing the electrocatalytic activity of 2H-WS(2) for hydrogen evolution via defect engineering.,""/pubmed/30810566"",""Wu L, van Hoof AJF, Dzade NY, Gao L, Richard MI, Friedrich H, De Leeuw NH, Hensen EJM, Hofmann JP."",""Phys Chem Chem Phys. 2019 Mar 13";"21(11):6071-6079. doi: 10.1039/c9cp00722a."",""Phys Chem Chem Phys.  2019"",""PubMed"",""citation"",""PMID:30810566"",""pubmed"",""30810566"",""create date:2019/02/28 | first author:Wu L"",";
"The advantages and challenges raised by the chemistry of aldehydic cellulose nanofibers in medicinal chemistry.,""/pubmed/30810373"",""Baussanne I, Bras J, Watbled B, Demeunynck M."",""Future Med Chem. 2018 Dec";"10(23):2679-2683. doi: 10.4155/fmc-2018-0277. Review. No abstract available. "",""Future Med Chem.  2018"",""PubMed"",""citation"",""PMID:30810373"",""pubmed"",""30810373"",""create date:2019/02/28 | first author:Baussanne I"",";
"Preoperative Statin Treatment Is Not Associated with Reduced Postoperative Mortality or Morbidity in Patients Undergoing Isolated Valve Surgery.,""/pubmed/30802199"",""Durand M, Machuron C, Guillet L, Moury PH, Martin C, Payen JF, Chavanon O, Albaladejo P."",""Heart Surg Forum. 2019 Feb 21";"22(1):E057-E062. doi: 10.1532/hsf.2119."",""Heart Surg Forum.  2019"",""PubMed"",""citation"",""PMID:30802199"",""pubmed"",""30802199"",""create date:2019/02/26 | first author:Durand M"",";
"Environmental DNA provides information on sediment sources: A study in catchments affected by Fukushima radioactive fallout.,""/pubmed/30790760"",""Evrard O, Laceby JP, Ficetola GF, Gielly L, Huon S, Lefèvre I, Onda Y, Poulenard J."",""Sci Total Environ. 2019 May 15";"665:873-881. doi: 10.1016/j.scitotenv.2019.02.191. Epub 2019 Feb 13."",""Sci Total Environ.  2019"",""PubMed"",""citation"",""PMID:30790760"",""pubmed"",""30790760"",""create date:2019/02/23 | first author:Evrard O"",";
"Topochemical nitridation of Sr(2)FeMoO(6).,""/pubmed/30789159"",""Ceravola R, Frontera C, Oró-Solé J, Black AP, Ritter C, Mata I, Molins E, Fontcuberta J, Fuertes A."",""Chem Commun (Camb). 2019 Mar 7";"55(21):3105-3108. doi: 10.1039/c8cc09845j."",""Chem Commun (Camb).  2019"",""PubMed"",""citation"",""PMID:30789159"",""pubmed"",""30789159"",""create date:2019/02/23 | first author:Ceravola R"",";
"Divalent EuRh(2)Si(2) as a reference for the Luttinger theorem and antiferromagnetism in trivalent heavy-fermion YbRh(2)Si(2).,""/pubmed/30770811"",""Güttler M, Generalov A, Fujimori SI, Kummer K, Chikina A, Seiro S, Danzenbächer S, Koroteev YM, Chulkov EV, Radovic M, Shi M, Plumb NC, Laubschat C, Allen JW, Krellner C, Geibel C, Vyalikh DV."",""Nat Commun. 2019 Feb 15";"10(1):796. doi: 10.1038/s41467-019-08688-y."",""Nat Commun.  2019"",""PubMed"",""citation"",""PMID:30770811 | PMCID:PMC6377675"",""pubmed"",""30770811"",""create date:2019/02/17 | first author:Güttler M"",";
"Thermodynamic signatures of quantum criticality in cuprate superconductors.,""/pubmed/30760922"",""Michon B, Girod C, Badoux S, Kačmarčík J, Ma Q, Dragomir M, Dabkowska HA, Gaulin BD, Zhou JS, Pyon S, Takayama T, Takagi H, Verret S, Doiron-Leyraud N, Marcenat C, Taillefer L, Klein T."",""Nature. 2019 Mar";"567(7747):218-222. doi: 10.1038/s41586-019-0932-x. Epub 2019 Feb 13."",""Nature.  2019"",""PubMed"",""citation"",""PMID:30760922"",""pubmed"",""30760922"",""create date:2019/02/15 | first author:Michon B"",";
"Intrinsic Flexibility of the EMT Zeolite Framework under Pressure.,""/pubmed/30759754"",""Nearchou A, Cornelius MU, Skelton JM, Jones ZL, Cairns AB, Collings IE, Raithby PR, Wells SA, Sartbaeva A."",""Molecules. 2019 Feb 12";"24(3). pii: E641. doi: 10.3390/molecules24030641."",""Molecules.  2019"",""PubMed"",""citation"",""PMID:30759754 | PMCID:PMC6384661"",""pubmed"",""30759754"",""create date:2019/02/15 | first author:Nearchou A"",";
"Observation of Uncompensated Bound Charges at Improper Ferroelectric Domain Walls.,""/pubmed/30747542"",""Schoenherr P, Shapovalov K, Schaab J, Yan Z, Bourret ED, Hentschel M, Stengel M, Fiebig M, Cano A, Meier D."",""Nano Lett. 2019 Mar 13";"19(3):1659-1664. doi: 10.1021/acs.nanolett.8b04608. Epub 2019 Feb 19."",""Nano Lett.  2019"",""PubMed"",""citation"",""PMID:30747542"",""pubmed"",""30747542"",""create date:2019/02/13 | first author:Schoenherr P"",";
"Unique Nanomechanical Properties of Diamond-Lonsdaleite Biphases: Combined Experimental and Theoretical Consideration of Popigai Impact Diamonds.,""/pubmed/30735045"",""Baek W, Gromilov SA, Kuklin AV, Kovaleva EA, Fedorov AS, Sukhikh AS, Hanfland M, Pomogaev VA, Melchakova IA, Avramov PV, Yusenko KV."",""Nano Lett. 2019 Mar 13";"19(3):1570-1576. doi: 10.1021/acs.nanolett.8b04421. Epub 2019 Feb 14."",""Nano Lett.  2019"",""PubMed"",""citation"",""PMID:30735045"",""pubmed"",""30735045"",""create date:2019/02/09 | first author:Baek W"",";
"Adsorption versus grafting of poly(N-Isopropylacrylamide) in aqueous conditions on the surface of cellulose nanocrystals.,""/pubmed/30732742"",""Gicquel E, Martin C, Heux L, Jean B, Bras J."",""Carbohydr Polym. 2019 Apr 15";"210:100-109. doi: 10.1016/j.carbpol.2019.01.022. Epub 2019 Jan 9."",""Carbohydr Polym.  2019"",""PubMed"",""citation"",""PMID:30732742"",""pubmed"",""30732742"",""create date:2019/02/09 | first author:Gicquel E"",";
"Anatomo-functional study of the cerebellum in working memory in children treated for medulloblastoma.,""/pubmed/30731145"",""Hoang DH, Pagnier A, Cousin E, Guichardet K, Schiff I, Icher C, Dilharreguy B, Grill J, Frappaz D, Berger C, Schneider F, Dubois-Teklali F, Krainik A."",""J Neuroradiol. 2019 May";"46(3):207-213. doi: 10.1016/j.neurad.2019.01.093. Epub 2019 Feb 5."",""J Neuroradiol.  2019"",""PubMed"",""citation"",""PMID:30731145"",""pubmed"",""30731145"",""create date:2019/02/08 | first author:Hoang DH"",";
"Nondestructive Mapping of Long-Range Dislocation Strain Fields in an Epitaxial Complex Metal Oxide.,""/pubmed/30724569"",""Simons H, Jakobsen AC, Ahl SR, Poulsen HF, Pantleon W, Chu YH, Detlefs C, Valanoor N."",""Nano Lett. 2019 Mar 13";"19(3):1445-1450. doi: 10.1021/acs.nanolett.8b03839. Epub 2019 Feb 13."",""Nano Lett.  2019"",""PubMed"",""citation"",""PMID:30724569"",""pubmed"",""30724569"",""create date:2019/02/07 | first author:Simons H"",";
"Dynamic Disorder Restriction of Methylammonium (MA) Groups in Chloride-Doped MAPbBr(3) Hybrid Perovskites: A Neutron Powder Diffraction Study.,""/pubmed/30720928"",""López CA, Álvarez-Galván MC, Martínez-Huerta MV, Fernández-Díaz MT, Alonso JA."",""Chemistry. 2019 Mar 21";"25(17):4496-4500. doi: 10.1002/chem.201806246. Epub 2019 Mar 4."",""Chemistry.  2019"",""PubMed"",""citation"",""PMID:30720928"",""pubmed"",""30720928"",""create date:2019/02/06 | first author:López CA"",";
"Determining Interaction Enhanced Valley Susceptibility in Spin-Valley-Locked MoS(2).,""/pubmed/30720286"",""Lin J, Han T, Piot BA, Wu Z, Xu S, Long G, An L, Cheung P, Zheng PP, Plochocka P, Dai X, Maude DK, Zhang F, Wang N."",""Nano Lett. 2019 Mar 13";"19(3):1736-1742. doi: 10.1021/acs.nanolett.8b04731. Epub 2019 Feb 7."",""Nano Lett.  2019"",""PubMed"",""citation"",""PMID:30720286"",""pubmed"",""30720286"",""create date:2019/02/06 | first author:Lin J"",";
